SPIAresult.Cell_1	SPIAresult.Cell_2	SPIAresult.Distance	SPIAresult.SPIA_Score	SPIAresult.SNP_available	SPIAresult.Total_SNP	SPIAresult.One_SNP_NA	SPIAresult.Bot_SNP_NA	SPIAresult.Diff_AvsB_or_BvsA	SPIAresult.Diff_AorBvsAB_or_vic	SPIAresult.DiffABvsAorB	SPIAresult.counterBothHomoz	SPIAresult.counterBothHeter
NA06984	NA06985	0.62963	Different	135	143	8	0	12	73	25	15	35
NA06984	NA06986	0.53676	Different	136	143	7	0	9	64	26	16	47
NA06984	NA06989	0.46512	Uncertain	129	143	13	1	7	53	25	18	51
NA06984	NA06994	0.51938	Different	129	143	14	0	9	58	17	23	39
NA06984	NA07037	0.5597	Different	134	143	9	0	12	63	23	15	44
NA06984	NA07048	0.53543	Different	127	143	15	1	9	59	37	3	56
NA06984	NA07346	0.58088	Different	136	143	6	1	13	66	22	16	41
NA06984	NA10847	0.55147	Different	136	143	7	0	12	63	26	14	47
NA06984	NA10851	0.56391	Different	133	143	10	0	16	59	22	11	47
NA06984	NA11840	0.61481	Different	135	143	8	0	5	78	27	18	34
NA06984	NA11843	0.625	Different	136	143	7	0	11	74	22	19	32
NA06984	NA11919	0.64615	Different	130	143	13	0	8	76	23	15	31
NA06984	NA11992	0.64234	Different	137	143	5	1	8	80	30	14	35
NA06984	NA11995	0.6	Different	135	143	8	0	12	69	21	18	36
NA06984	NA12004	0.62903	Different	124	143	17	2	11	67	23	15	31
NA06984	NA12006	0.54198	Different	131	143	11	1	13	58	21	17	43
NA06984	NA12044	0.54412	Different	136	143	7	0	17	57	19	16	46
NA06984	NA12155	0.55882	Different	136	143	7	0	8	68	23	20	40
NA06984	NA12156	0.5678	Different	118	143	24	1	9	58	23	12	39
NA06984	NA12249	0.62879	Different	132	143	11	0	15	68	30	6	43
NA06984	NA12272	0.55556	Different	135	143	7	1	16	59	24	12	48
NA06984	NA12273	0.69173	Different	133	143	10	0	13	79	25	13	28
NA06984	NA12282	0.56923	Different	130	143	12	1	11	63	22	18	38
NA06984	NA12341	0.616	Different	125	143	18	0	9	68	31	9	39
NA06984	NA12342	0.63704	Different	135	143	8	0	10	76	24	17	32
NA06984	NA12348	0.56618	Different	136	143	6	1	12	65	27	13	46
NA06984	NA12400	0.57353	Different	136	143	7	0	14	64	19	18	40
NA06984	NA12414	0.58647	Different	133	143	10	0	15	63	21	16	39
NA06984	NA12489	0.47899	Different	119	143	24	0	4	53	34	9	53
NA06984	NA12748	0.58647	Different	133	143	10	0	10	68	32	10	45
NA06984	NA12750	0.66912	Different	136	143	7	0	18	73	18	16	29
NA06984	NA12760	0.60741	Different	135	143	8	0	7	75	26	18	35
NA06984	NA12761	0.53383	Different	133	143	10	0	9	62	24	17	45
NA06984	NA12762	0.5	Different	136	143	7	0	13	55	23	15	53
NA06984	NA12763	0.57031	Different	128	143	15	0	7	66	26	13	42
NA06984	NA12775	0.65441	Different	136	143	7	0	14	75	26	12	35
NA06984	NA12812	0.5597	Different	134	143	9	0	12	63	28	11	48
NA06984	NA12815	0.66923	Different	130	143	12	1	16	71	22	11	32
NA06984	NA12829	0.672	Different	125	143	18	0	12	72	25	8	33
NA06984	NA12830	0.63359	Different	131	143	12	0	15	68	27	9	39
NA06984	NA12842	0.55357	Different	112	143	30	1	9	53	19	11	39
NA06984	NA12843	0.58088	Different	136	143	7	0	14	65	20	18	39
NA06984	NA12872	0.60305	Different	131	143	12	0	7	72	28	12	40
NA06984	NA12873	0.61719	Different	128	143	15	0	6	73	33	9	40
NA06984	NA12874	0.64844	Different	128	143	14	1	13	70	22	13	32
NA06984	NA12889	0.48	Not Valid	75	143	66	2	3	33	20	3	36
NA06984	NA12890	0.45865	Uncertain	133	143	10	0	7	54	26	19	53
NA06985	NA06986	0.67143	Different	140	143	3	0	28	66	40	10	36
NA06985	NA06989	0.63636	Different	132	143	11	0	10	74	47	15	33
NA06985	NA06994	0.66917	Different	133	143	10	0	17	72	35	22	22
NA06985	NA07037	0.68841	Different	138	143	5	0	16	79	43	18	25
NA06985	NA07048	0.65385	Different	130	143	13	0	11	74	55	5	40
NA06985	NA07346	0.66187	Different	139	143	4	0	19	73	38	21	26
NA06985	NA10847	0.75	Different	140	143	3	0	22	83	47	9	26
NA06985	NA10851	0.61314	Different	137	143	6	0	20	64	38	20	33
NA06985	NA11840	0.64029	Different	139	143	4	0	20	69	36	21	29
NA06985	NA11843	0.60714	Different	140	143	3	0	17	68	31	30	25
NA06985	NA11919	0.64925	Different	134	143	9	0	20	67	31	24	23
NA06985	NA11992	0.63571	Different	140	143	3	0	28	61	33	17	34
NA06985	NA11995	0.64748	Different	139	143	4	0	12	78	38	28	21
NA06985	NA12004	0.66667	Different	126	143	17	0	20	64	32	17	25
NA06985	NA12006	0.55224	Different	134	143	9	0	15	59	33	28	32
NA06985	NA12044	0.61429	Different	140	143	3	0	17	69	36	25	29
NA06985	NA12155	0.65	Different	140	143	3	0	20	71	38	20	29
NA06985	NA12156	0.71901	Different	121	143	22	0	14	73	40	12	22
NA06985	NA12249	0.64706	Different	136	143	7	0	11	77	45	19	29
NA06985	NA12272	0.54348	Different	138	143	5	0	9	66	38	28	35
NA06985	NA12273	0.62774	Different	137	143	6	0	32	54	23	19	32
NA06985	NA12282	0.58647	Different	133	143	10	0	17	61	30	26	29
NA06985	NA12341	0.54264	Different	129	143	14	0	10	60	37	25	34
NA06985	NA12342	0.58273	Different	139	143	4	0	11	70	33	34	24
NA06985	NA12348	0.64748	Different	139	143	4	0	19	71	42	16	33
NA06985	NA12400	0.62857	Different	140	143	3	0	23	65	31	24	28
NA06985	NA12414	0.64234	Different	137	143	6	0	17	71	36	23	26
NA06985	NA12489	0.55285	Different	123	143	20	0	10	58	47	12	43
NA06985	NA12748	0.59854	Different	137	143	6	0	14	68	44	19	36
NA06985	NA12750	0.67143	Different	140	143	3	0	19	75	30	28	18
NA06985	NA12760	0.67626	Different	139	143	4	0	20	74	38	19	26
NA06985	NA12761	0.62774	Different	137	143	6	0	12	74	42	22	29
NA06985	NA12762	0.65714	Different	140	143	3	0	13	79	48	17	31
NA06985	NA12763	0.62879	Different	132	143	11	0	19	64	38	14	35
NA06985	NA12775	0.63571	Different	140	143	3	0	24	65	34	20	31
NA06985	NA12812	0.58696	Different	138	143	5	0	14	67	41	22	35
NA06985	NA12815	0.61194	Different	134	143	8	1	18	64	30	24	28
NA06985	NA12829	0.69767	Different	129	143	14	0	16	74	38	18	21
NA06985	NA12830	0.53333	Different	135	143	8	0	10	62	35	29	34
NA06985	NA12842	0.63793	Different	116	143	26	1	17	57	33	14	28
NA06985	NA12843	0.6	Different	140	143	3	0	17	67	34	27	29
NA06985	NA12872	0.59259	Different	135	143	8	0	13	67	38	24	31
NA06985	NA12873	0.57895	Different	133	143	9	1	13	64	40	20	36
NA06985	NA12874	0.66412	Different	131	143	12	0	22	65	31	18	26
NA06985	NA12889	0.69231	Not Valid	78	143	64	1	5	49	39	5	19
NA06985	NA12890	0.61594	Different	138	143	4	1	13	72	45	19	34
NA06986	NA06989	0.59398	Different	133	143	10	0	7	72	39	13	41
NA06986	NA06994	0.62687	Different	134	143	9	0	16	68	26	18	32
NA06986	NA07037	0.67626	Different	139	143	4	0	11	83	39	15	30
NA06986	NA07048	0.56489	Different	131	143	12	0	6	68	47	7	50
NA06986	NA07346	0.66667	Different	141	143	1	1	12	82	36	18	29
NA06986	NA10847	0.57447	Different	141	143	2	0	12	69	34	20	40
NA06986	NA10851	0.60432	Different	139	143	3	1	16	68	33	16	39
NA06986	NA11840	0.64286	Different	140	143	3	0	19	71	30	16	34
NA06986	NA11843	0.68085	Different	141	143	2	0	16	80	30	19	26
NA06986	NA11919	0.61029	Different	136	143	6	1	17	66	24	21	32
NA06986	NA11992	0.63121	Different	141	143	2	0	15	74	33	18	34
NA06986	NA11995	0.67143	Different	140	143	3	0	20	74	30	15	31
NA06986	NA12004	0.6063	Different	127	143	16	0	20	57	25	17	33
NA06986	NA12006	0.63704	Different	135	143	8	0	26	60	27	11	38
NA06986	NA12044	0.70213	Different	141	143	2	0	14	85	38	14	28
NA06986	NA12155	0.60993	Different	141	143	2	0	14	72	32	20	35
NA06986	NA12156	0.72951	Different	122	143	21	0	7	82	39	9	24
NA06986	NA12249	0.65693	Different	137	143	6	0	13	77	39	11	36
NA06986	NA12272	0.64748	Different	139	143	4	0	18	72	37	11	38
NA06986	NA12273	0.61594	Different	138	143	5	0	16	69	26	24	29
NA06986	NA12282	0.56716	Different	134	143	9	0	22	54	21	20	38
NA06986	NA12341	0.61538	Different	130	143	13	0	16	64	32	10	40
NA06986	NA12342	0.7	Different	140	143	3	0	15	83	34	17	25
NA06986	NA12348	0.55	Different	140	143	3	0	12	65	33	21	42
NA06986	NA12400	0.68085	Different	141	143	2	0	20	76	30	15	30
NA06986	NA12414	0.67391	Different	138	143	5	0	16	77	33	15	30
NA06986	NA12489	0.58065	Different	124	143	19	0	3	69	47	8	44
NA06986	NA12748	0.57971	Different	138	143	5	0	14	66	37	13	45
NA06986	NA12750	0.69504	Different	141	143	2	0	30	68	21	15	28
NA06986	NA12760	0.66429	Different	140	143	3	0	16	77	33	16	31
NA06986	NA12761	0.58696	Different	138	143	5	0	14	67	33	17	40
NA06986	NA12762	0.60284	Different	141	143	2	0	17	68	35	13	43
NA06986	NA12763	0.58647	Different	133	143	10	0	7	71	37	18	37
NA06986	NA12775	0.56738	Different	141	143	2	0	17	63	26	22	39
NA06986	NA12812	0.55396	Different	139	143	4	0	19	58	30	15	47
NA06986	NA12815	0.63433	Different	134	143	9	0	22	63	23	15	34
NA06986	NA12829	0.7	Different	130	143	13	0	11	80	33	13	26
NA06986	NA12830	0.57353	Different	136	143	7	0	14	64	30	18	40
NA06986	NA12842	0.5	Different	116	143	27	0	11	47	22	19	39
NA06986	NA12843	0.61702	Different	141	143	2	0	13	74	31	22	32
NA06986	NA12872	0.56618	Different	136	143	7	0	11	66	32	22	37
NA06986	NA12873	0.57143	Different	133	143	10	0	7	69	38	18	39
NA06986	NA12874	0.58333	Different	132	143	11	0	20	57	21	19	36
NA06986	NA12889	0.59494	Not Valid	79	143	63	1	4	43	33	6	26
NA06986	NA12890	0.5942	Different	138	143	5	0	8	74	40	16	40
NA06989	NA06994	0.55556	Different	126	143	17	0	10	60	20	21	35
NA06989	NA07037	0.60305	Different	131	143	12	0	12	67	25	15	37
NA06989	NA07048	0.5	Different	124	143	18	1	6	56	36	6	56
NA06989	NA07346	0.51515	Different	132	143	11	0	22	46	14	17	47
NA06989	NA10847	0.59398	Different	133	143	10	0	5	74	31	18	36
NA06989	NA10851	0.60305	Different	131	143	11	1	17	62	26	8	44
NA06989	NA11840	0.61364	Different	132	143	11	0	19	62	22	11	40
NA06989	NA11843	0.60902	Different	133	143	10	0	14	67	22	18	34
NA06989	NA11919	0.63566	Different	129	143	12	2	13	69	22	16	31
NA06989	NA11992	0.63158	Different	133	143	10	0	10	74	29	15	34
NA06989	NA11995	0.60606	Different	132	143	11	0	14	66	22	18	34
NA06989	NA12004	0.64463	Different	121	143	20	2	8	70	25	15	28
NA06989	NA12006	0.58268	Different	127	143	16	0	12	62	25	16	37
NA06989	NA12044	0.5188	Different	133	143	10	0	14	55	19	20	44
NA06989	NA12155	0.55639	Different	133	143	10	0	6	68	26	21	38
NA06989	NA12156	0.56034	Different	116	143	25	2	4	61	25	16	35
NA06989	NA12249	0.6	Different	130	143	12	1	11	67	30	11	41
NA06989	NA12272	0.58779	Different	131	143	12	0	9	68	30	14	40
NA06989	NA12273	0.54615	Different	130	143	13	0	16	55	16	21	38
NA06989	NA12282	0.6378	Different	127	143	15	1	10	71	28	16	30
NA06989	NA12341	0.54472	Different	123	143	19	1	15	52	22	10	46
NA06989	NA12342	0.68182	Different	132	143	11	0	12	78	28	13	29
NA06989	NA12348	0.48485	Different	132	143	11	0	14	50	21	19	49
NA06989	NA12400	0.6391	Different	133	143	10	0	17	68	22	14	34
NA06989	NA12414	0.62308	Different	130	143	13	0	16	65	24	13	36
NA06989	NA12489	0.5641	Different	117	143	25	1	4	62	40	4	47
NA06989	NA12748	0.56154	Different	130	143	13	0	10	63	31	12	45
NA06989	NA12750	0.73684	Different	133	143	10	0	14	84	24	15	20
NA06989	NA12760	0.62121	Different	132	143	11	0	11	71	26	17	33
NA06989	NA12761	0.58462	Different	130	143	13	0	8	68	28	16	38
NA06989	NA12762	0.54135	Different	133	143	10	0	12	60	28	13	48
NA06989	NA12763	0.608	Different	125	143	18	0	11	65	30	9	40
NA06989	NA12775	0.65672	Different	134	143	8	1	22	66	23	9	37
NA06989	NA12812	0.64122	Different	131	143	12	0	12	72	35	6	41
NA06989	NA12815	0.6378	Different	127	143	15	1	17	64	21	13	33
NA06989	NA12829	0.67213	Different	122	143	21	0	16	66	23	10	30
NA06989	NA12830	0.60938	Different	128	143	15	0	6	72	31	15	35
NA06989	NA12842	0.6	Different	110	143	31	2	9	57	24	11	33
NA06989	NA12843	0.54887	Different	133	143	10	0	13	60	21	20	40
NA06989	NA12872	0.57031	Different	128	143	15	0	11	62	25	15	40
NA06989	NA12873	0.584	Different	125	143	18	0	7	66	30	10	42
NA06989	NA12874	0.68548	Different	124	143	19	0	14	71	24	10	29
NA06989	NA12889	0.55405	Not Valid	74	143	65	4	1	40	25	4	29
NA06989	NA12890	0.56154	Different	130	143	13	0	6	67	30	15	42
NA06994	NA07037	0.70455	Different	132	143	11	0	16	77	42	17	22
NA06994	NA07048	0.51587	Different	126	143	15	2	7	58	48	17	44
NA06994	NA07346	0.6391	Different	133	143	10	0	16	69	35	24	24
NA06994	NA10847	0.64179	Different	134	143	9	0	16	70	42	19	29
NA06994	NA10851	0.61832	Different	131	143	12	0	12	69	40	22	28
NA06994	NA11840	0.63158	Different	133	143	10	0	18	66	36	22	27
NA06994	NA11843	0.58209	Different	134	143	9	0	14	64	30	32	24
NA06994	NA11919	0.64844	Different	128	143	15	0	12	71	34	25	20
NA06994	NA11992	0.62687	Different	134	143	9	0	13	71	38	26	24
NA06994	NA11995	0.57463	Different	134	143	8	1	17	60	30	30	27
NA06994	NA12004	0.6	Different	120	143	23	0	13	59	32	24	24
NA06994	NA12006	0.61719	Different	128	143	15	0	14	65	37	24	25
NA06994	NA12044	0.65926	Different	135	143	7	1	22	67	36	19	27
NA06994	NA12155	0.50746	Different	134	143	9	0	13	55	29	34	32
NA06994	NA12156	0.61538	Different	117	143	24	2	17	55	32	17	28
NA06994	NA12249	0.57692	Different	130	143	13	0	20	55	35	20	35
NA06994	NA12272	0.65909	Different	132	143	11	0	13	74	45	18	27
NA06994	NA12273	0.64122	Different	131	143	12	0	21	63	30	24	23
NA06994	NA12282	0.64062	Different	128	143	14	1	22	60	31	21	25
NA06994	NA12341	0.63415	Different	123	143	20	0	7	71	45	21	24
NA06994	NA12342	0.71429	Different	133	143	10	0	27	68	34	16	22
NA06994	NA12348	0.59398	Different	133	143	10	0	18	61	38	20	34
NA06994	NA12400	0.78358	Different	134	143	9	0	23	82	41	13	16
NA06994	NA12414	0.68939	Different	132	143	10	1	29	62	33	14	27
NA06994	NA12489	0.54701	Different	117	143	26	0	8	56	44	11	42
NA06994	NA12748	0.55303	Different	132	143	10	1	18	55	37	19	40
NA06994	NA12750	0.63433	Different	134	143	9	0	23	62	24	29	20
NA06994	NA12760	0.59398	Different	133	143	10	0	25	54	29	23	31
NA06994	NA12761	0.64122	Different	131	143	12	0	12	72	43	20	27
NA06994	NA12762	0.59701	Different	134	143	9	0	16	64	41	19	35
NA06994	NA12763	0.61905	Different	126	143	17	0	12	66	41	19	29
NA06994	NA12775	0.68657	Different	134	143	9	0	15	77	41	20	22
NA06994	NA12812	0.65152	Different	132	143	11	0	12	74	45	19	27
NA06994	NA12815	0.61538	Different	130	143	10	3	21	59	30	24	26
NA06994	NA12829	0.592	Different	125	143	16	2	16	58	31	24	27
NA06994	NA12830	0.62791	Different	129	143	14	0	14	67	39	21	27
NA06994	NA12842	0.53636	Different	110	143	32	1	8	51	31	25	26
NA06994	NA12843	0.60448	Different	134	143	9	0	21	60	31	24	29
NA06994	NA12872	0.5969	Different	129	143	14	0	20	57	34	20	32
NA06994	NA12873	0.63492	Different	126	143	17	0	20	60	39	15	31
NA06994	NA12874	0.624	Different	125	143	18	0	20	58	29	24	23
NA06994	NA12889	0.64865	Not Valid	74	143	66	3	2	46	35	7	19
NA06994	NA12890	0.61069	Different	131	143	12	0	8	72	44	22	29
NA07037	NA07048	0.57364	Different	129	143	14	0	8	66	49	9	46
NA07037	NA07346	0.57246	Different	138	143	5	0	17	62	29	23	36
NA07037	NA10847	0.57554	Different	139	143	4	0	15	65	35	20	39
NA07037	NA10851	0.60584	Different	137	143	5	1	20	63	33	16	38
NA07037	NA11840	0.63768	Different	138	143	5	0	12	76	35	22	28
NA07037	NA11843	0.70504	Different	139	143	4	0	23	75	30	17	24
NA07037	NA11919	0.64662	Different	133	143	10	0	16	70	30	22	25
NA07037	NA11992	0.61871	Different	139	143	4	0	21	65	30	19	34
NA07037	NA11995	0.65217	Different	138	143	5	0	18	72	32	20	28
NA07037	NA12004	0.55556	Different	126	143	16	1	16	54	23	23	33
NA07037	NA12006	0.66917	Different	133	143	10	0	15	74	35	16	28
NA07037	NA12044	0.61151	Different	139	143	4	0	20	65	31	20	34
NA07037	NA12155	0.63571	Different	140	143	2	1	9	80	39	23	28
NA07037	NA12156	0.56667	Different	120	143	23	0	9	59	31	19	33
NA07037	NA12249	0.61481	Different	135	143	8	0	16	67	36	15	37
NA07037	NA12272	0.59854	Different	137	143	6	0	10	72	39	20	35
NA07037	NA12273	0.75735	Different	136	143	7	0	19	84	36	13	20
NA07037	NA12282	0.67424	Different	132	143	11	0	20	69	32	16	27
NA07037	NA12341	0.63566	Different	129	143	13	1	8	74	41	17	30
NA07037	NA12342	0.68116	Different	138	143	5	0	26	68	29	15	29
NA07037	NA12348	0.64493	Different	138	143	5	0	22	67	36	11	38
NA07037	NA12400	0.67626	Different	139	143	4	0	16	78	34	20	25
NA07037	NA12414	0.625	Different	136	143	7	0	16	69	32	21	30
NA07037	NA12489	0.4878	Different	123	143	19	1	8	52	40	13	50
NA07037	NA12748	0.61765	Different	136	143	7	0	17	67	39	11	41
NA07037	NA12750	0.66187	Different	139	143	4	0	20	72	26	25	22
NA07037	NA12760	0.68116	Different	138	143	5	0	20	74	35	15	29
NA07037	NA12761	0.58824	Different	136	143	7	0	18	62	33	18	38
NA07037	NA12762	0.58273	Different	139	143	4	0	15	66	37	19	39
NA07037	NA12763	0.67176	Different	131	143	12	0	12	76	40	12	31
NA07037	NA12775	0.65468	Different	139	143	4	0	21	70	33	17	31
NA07037	NA12812	0.65693	Different	137	143	6	0	14	76	43	14	33
NA07037	NA12815	0.68182	Different	132	143	11	0	17	73	33	18	24
NA07037	NA12829	0.65116	Different	129	143	13	1	17	67	32	17	28
NA07037	NA12830	0.57463	Different	134	143	9	0	15	62	32	20	37
NA07037	NA12842	0.62931	Different	116	143	25	2	13	60	31	14	29
NA07037	NA12843	0.64748	Different	139	143	4	0	19	71	32	20	29
NA07037	NA12872	0.6194	Different	134	143	9	0	17	66	34	16	35
NA07037	NA12873	0.57252	Different	131	143	12	0	15	60	35	15	41
NA07037	NA12874	0.64615	Different	130	143	13	0	21	63	29	18	28
NA07037	NA12889	0.48101	Not Valid	79	143	61	3	6	32	24	6	35
NA07037	NA12890	0.47794	Different	136	143	7	0	13	52	32	23	48
NA07048	NA07346	0.56923	Different	130	143	13	0	11	63	13	10	46
NA07048	NA10847	0.52672	Different	131	143	12	0	4	65	19	12	50
NA07048	NA10851	0.46875	Uncertain	128	143	15	0	1	59	16	15	53
NA07048	NA11840	0.53077	Different	130	143	13	0	8	61	12	13	48
NA07048	NA11843	0.62595	Different	131	143	12	0	10	72	14	10	39
NA07048	NA11919	0.536	Different	125	143	18	0	4	63	12	17	41
NA07048	NA11992	0.52672	Different	131	143	12	0	6	63	12	17	45
NA07048	NA11995	0.60769	Different	130	143	13	0	8	71	15	12	39
NA07048	NA12004	0.5641	Different	117	143	26	0	7	59	11	12	39
NA07048	NA12006	0.664	Different	125	143	18	0	4	79	24	5	37
NA07048	NA12044	0.55303	Different	132	143	10	1	9	64	16	10	49
NA07048	NA12155	0.50382	Different	131	143	12	0	6	60	12	16	49
NA07048	NA12156	0.51754	Different	114	143	27	2	6	53	13	12	43
NA07048	NA12249	0.54264	Different	129	143	12	2	8	62	18	9	50
NA07048	NA12272	0.47287	Different	129	143	14	0	7	54	12	13	55
NA07048	NA12273	0.63281	Different	128	143	15	0	9	72	15	10	37
NA07048	NA12282	0.57143	Different	126	143	15	2	6	66	15	12	42
NA07048	NA12341	0.47934	Different	121	143	21	1	2	56	17	13	50
NA07048	NA12342	0.67692	Different	130	143	13	0	13	75	17	5	37
NA07048	NA12348	0.56154	Different	130	143	13	0	2	71	24	9	48
NA07048	NA12400	0.61832	Different	131	143	12	0	9	72	15	11	39
NA07048	NA12414	0.6875	Different	128	143	15	0	10	78	20	5	35
NA07048	NA12489	0.4569	Uncertain	116	143	25	2	2	51	24	4	59
NA07048	NA12748	0.5	Different	128	143	15	0	8	56	19	7	57
NA07048	NA12750	0.67176	Different	131	143	12	0	10	78	13	11	32
NA07048	NA12760	0.54198	Different	131	143	11	1	12	59	11	12	48
NA07048	NA12761	0.57812	Different	128	143	15	0	6	68	19	9	45
NA07048	NA12762	0.53435	Different	131	143	12	0	11	59	18	6	55
NA07048	NA12763	0.53659	Different	123	143	20	0	8	58	19	7	50
NA07048	NA12775	0.64122	Different	131	143	12	0	7	77	21	6	41
NA07048	NA12812	0.48062	Different	129	143	14	0	4	58	16	15	52
NA07048	NA12815	0.552	Different	125	143	17	1	6	63	13	15	41
NA07048	NA12829	0.63333	Different	120	143	23	0	9	67	16	8	36
NA07048	NA12830	0.55906	Different	127	143	15	1	4	67	19	10	46
NA07048	NA12842	0.52294	Different	109	143	31	3	2	55	16	11	41
NA07048	NA12843	0.51908	Different	131	143	12	0	9	59	11	14	49
NA07048	NA12872	0.5748	Different	127	143	15	1	14	59	16	5	49
NA07048	NA12873	0.47967	Different	123	143	20	0	6	53	16	10	54
NA07048	NA12874	0.5935	Different	123	143	19	1	7	66	15	12	38
NA07048	NA12889	0.47222	Not Valid	72	143	67	4	1	33	16	1	37
NA07048	NA12890	0.51562	Different	128	143	15	0	3	63	22	10	52
NA07346	NA10847	0.66429	Different	140	143	3	0	18	75	42	15	32
NA07346	NA10851	0.57246	Different	138	143	4	1	9	70	38	26	33
NA07346	NA11840	0.51799	Different	139	143	4	0	10	62	30	34	33
NA07346	NA11843	0.56429	Different	140	143	3	0	16	63	27	33	28
NA07346	NA11919	0.62963	Different	135	143	7	1	21	64	29	23	27
NA07346	NA11992	0.67143	Different	140	143	3	0	18	76	39	18	28
NA07346	NA11995	0.61871	Different	139	143	4	0	15	71	34	26	27
NA07346	NA12004	0.71429	Different	126	143	17	0	20	70	34	13	23
NA07346	NA12006	0.69403	Different	134	143	9	0	24	69	36	12	29
NA07346	NA12044	0.63571	Different	140	143	3	0	20	69	35	20	31
NA07346	NA12155	0.63571	Different	140	143	3	0	9	80	41	25	26
NA07346	NA12156	0.54545	Different	121	143	22	0	16	50	28	20	35
NA07346	NA12249	0.57353	Different	136	143	7	0	17	61	36	19	39
NA07346	NA12272	0.61594	Different	138	143	5	0	11	74	43	21	32
NA07346	NA12273	0.54015	Different	137	143	6	0	14	60	26	35	28
NA07346	NA12282	0.70677	Different	133	143	10	0	21	73	36	16	23
NA07346	NA12341	0.55814	Different	129	143	14	0	9	63	36	22	35
NA07346	NA12342	0.64029	Different	139	143	4	0	14	75	35	26	24
NA07346	NA12348	0.60432	Different	139	143	4	0	19	65	38	18	37
NA07346	NA12400	0.58571	Different	140	143	3	0	15	67	31	29	29
NA07346	NA12414	0.56934	Different	137	143	6	0	18	60	30	27	32
NA07346	NA12489	0.63415	Different	123	143	20	0	5	73	54	8	37
NA07346	NA12748	0.58394	Different	137	143	6	0	9	71	45	21	36
NA07346	NA12750	0.72857	Different	140	143	3	0	22	80	32	21	17
NA07346	NA12760	0.67626	Different	139	143	4	0	20	74	37	19	26
NA07346	NA12761	0.62044	Different	137	143	6	0	15	70	39	18	34
NA07346	NA12762	0.65	Different	140	143	3	0	16	75	44	15	34
NA07346	NA12763	0.62121	Different	132	143	11	0	12	70	40	17	33
NA07346	NA12775	0.54286	Different	140	143	3	0	13	63	31	31	33
NA07346	NA12812	0.7029	Different	138	143	5	0	19	78	46	10	31
NA07346	NA12815	0.73684	Different	133	143	10	0	15	83	39	18	17
NA07346	NA12829	0.62016	Different	129	143	14	0	16	64	32	22	27
NA07346	NA12830	0.62222	Different	135	143	8	0	13	71	39	20	31
NA07346	NA12842	0.6087	Different	115	143	28	0	15	55	31	16	29
NA07346	NA12843	0.67143	Different	140	143	3	0	24	70	34	18	28
NA07346	NA12872	0.65185	Different	135	143	8	0	17	71	39	17	30
NA07346	NA12873	0.62121	Different	132	143	11	0	9	73	43	17	33
NA07346	NA12874	0.71756	Different	131	143	12	0	25	69	33	13	24
NA07346	NA12889	0.63291	Not Valid	79	143	62	2	7	43	34	4	25
NA07346	NA12890	0.61314	Different	137	143	6	0	19	65	41	14	39
NA10847	NA10851	0.68841	Different	138	143	5	0	14	81	39	11	32
NA10847	NA11840	0.59286	Different	140	143	3	0	16	67	30	22	35
NA10847	NA11843	0.68085	Different	141	143	2	0	11	85	34	22	23
NA10847	NA11919	0.6	Different	135	143	8	0	16	65	25	24	30
NA10847	NA11992	0.58865	Different	141	143	2	0	15	68	30	22	36
NA10847	NA11995	0.59286	Different	140	143	3	0	23	60	24	21	36
NA10847	NA12004	0.5748	Different	127	143	16	0	13	60	25	22	32
NA10847	NA12006	0.54412	Different	136	143	6	1	13	61	27	23	39
NA10847	NA12044	0.61702	Different	141	143	2	0	16	71	31	20	34
NA10847	NA12155	0.58865	Different	141	143	2	0	11	72	32	24	34
NA10847	NA12156	0.54918	Different	122	143	21	0	14	53	27	18	37
NA10847	NA12249	0.62044	Different	137	143	6	0	14	71	38	15	37
NA10847	NA12272	0.60432	Different	139	143	4	0	14	70	36	17	38
NA10847	NA12273	0.6087	Different	138	143	5	0	13	71	28	27	27
NA10847	NA12282	0.60741	Different	135	143	7	1	17	65	28	21	32
NA10847	NA12341	0.60769	Different	130	143	13	0	16	63	34	12	39
NA10847	NA12342	0.60714	Different	140	143	3	0	30	55	20	16	39
NA10847	NA12348	0.65	Different	140	143	3	0	16	75	38	12	37
NA10847	NA12400	0.67376	Different	141	143	2	0	22	73	29	16	30
NA10847	NA12414	0.64493	Different	138	143	5	0	19	70	31	17	32
NA10847	NA12489	0.60484	Different	124	143	19	0	10	65	46	3	46
NA10847	NA12748	0.60145	Different	138	143	5	0	9	74	41	15	40
NA10847	NA12750	0.63121	Different	141	143	2	0	27	62	19	22	30
NA10847	NA12760	0.63571	Different	140	143	3	0	11	78	35	21	30
NA10847	NA12761	0.6259	Different	139	143	3	1	15	72	36	15	37
NA10847	NA12762	0.52482	Different	141	143	2	0	10	64	34	23	44
NA10847	NA12763	0.65414	Different	133	143	10	0	11	76	40	12	34
NA10847	NA12775	0.60993	Different	141	143	2	0	23	63	27	17	38
NA10847	NA12812	0.64748	Different	139	143	4	0	14	76	40	12	37
NA10847	NA12815	0.67164	Different	134	143	9	0	14	76	31	18	26
NA10847	NA12829	0.66154	Different	130	143	13	0	20	66	29	13	31
NA10847	NA12830	0.55147	Different	136	143	7	0	19	56	27	18	43
NA10847	NA12842	0.60345	Different	116	143	27	0	5	65	30	16	30
NA10847	NA12843	0.73759	Different	141	143	2	0	13	91	40	15	22
